page_route,page_name,page_purpose,section_or_widget,source_file,source_provider,update_cadence,json_key_path,display_label,data_type,sample_data,formula_or_transform,description,team_notes
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,alerts,import_data/alerts/alert_rules.json,Internal,scheduled import,originalFiles,Original Files,array,0 records,Direct value from normalized JSON envelope,Original Files used by alerts/alert_rules views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,alerts,import_data/alerts/alert_rules.json,Internal,scheduled import,data,Data,array,14 records,Direct value from normalized JSON envelope,Data used by alerts/alert_rules views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,alerts,import_data/alerts/alert_rules.json,Internal,scheduled import,data[],Data,object,"{""alertType"":""largeInstitutionalBuyer"",""title"":""Large institutional buyer"",""enabled"":true,""severity"":""medium"",""threshold"":null,""destination"":""portal""}",Direct value from normalized JSON envelope,Data used by alerts/alert_rules views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,alerts,import_data/alerts/alert_rules.json,Internal,scheduled import,data[].alertType,Alert Type,string,largeInstitutionalBuyer,Direct value from normalized JSON envelope,Normalized alert rule/event identifier.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,alerts,import_data/alerts/alert_rules.json,Internal,scheduled import,data[].title,Title,string,Large institutional buyer,Direct value from normalized JSON envelope,Title used by alerts/alert_rules views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,alerts,import_data/alerts/alert_rules.json,Internal,scheduled import,data[].enabled,Enabled,boolean,true,Direct value from normalized JSON envelope,Enabled used by alerts/alert_rules views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,alerts,import_data/alerts/alert_rules.json,Internal,scheduled import,data[].severity,Severity,string,medium,Direct value from normalized JSON envelope,Alert priority for portal display.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,alerts,import_data/alerts/alert_rules.json,Internal,scheduled import,data[].threshold,Threshold,null,,Direct value from normalized JSON envelope,Threshold used by alerts/alert_rules views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,alerts,import_data/alerts/alert_rules.json,Internal,scheduled import,data[].destination,Destination,string,portal,Direct value from normalized JSON envelope,Destination used by alerts/alert_rules views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,alerts,import_data/alerts/alerts.json,Internal,scheduled import,ticker,Ticker,string,CURR,Direct value from normalized JSON envelope,Stock ticker symbol for the issuer workspace.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,alerts,import_data/alerts/alerts.json,Internal,scheduled import,asOfDate,As Of Date,string,2026-05-26,Direct value from normalized JSON envelope,Business date represented by the imported data.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,alerts,import_data/alerts/alerts.json,Internal,scheduled import,importedAt,Imported At,string,2026-05-26T11:26:45.496Z,Direct value from normalized JSON envelope,Timestamp when the file was copied or normalized into import_data.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,alerts,import_data/alerts/alerts.json,Internal,scheduled import,source,Source,string,Demo alert synthesis,Direct value from normalized JSON envelope,Human-readable source note for this normalized file.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,alerts,import_data/alerts/alerts.json,Internal,scheduled import,sourcePlatform,Source Platform,string,Internal,Direct value from normalized JSON envelope,Expected data provider or platform.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,alerts,import_data/alerts/alerts.json,Internal,scheduled import,recordType,Record Type,string,alerts,Direct value from normalized JSON envelope,Semantic type of the JSON file.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,alerts,import_data/alerts/alerts.json,Internal,scheduled import,category,Category,string,alerts,Direct value from normalized JSON envelope,Category used by alerts/alerts views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,alerts,import_data/alerts/alerts.json,Internal,scheduled import,recordCount,Record Count,number,2,Number of records in the envelope data payload,Number of top-level records in the data payload.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,alerts,import_data/alerts/alerts.json,Internal,scheduled import,status,Status,string,ready,Direct value from normalized JSON envelope,Status used by alerts/alerts views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,alerts,import_data/alerts/alerts.json,Internal,scheduled import,notes,Notes,null,,Direct value from normalized JSON envelope,Notes used by alerts/alerts views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,alerts,import_data/alerts/alerts.json,Internal,scheduled import,originalFiles,Original Files,array,0 records,Direct value from normalized JSON envelope,Original Files used by alerts/alerts views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,alerts,import_data/alerts/alerts.json,Internal,scheduled import,data,Data,array,2 records,Direct value from normalized JSON envelope,Data used by alerts/alerts views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,alerts,import_data/alerts/alerts.json,Internal,scheduled import,data[],Data,object,"{""id"":""alert-ownership-001"",""alertType"":""largeInstitutionalBuyer"",""severity"":""low"",""title"":""Institutional accumulation detected in sample ownership data"",""tr...",Direct value from normalized JSON envelope,Data used by alerts/alerts views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,alerts,import_data/alerts/alerts.json,Internal,scheduled import,data[].id,Id,string,alert-ownership-001,Direct value from normalized JSON envelope,Id used by alerts/alerts views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,alerts,import_data/alerts/alerts.json,Internal,scheduled import,data[].alertType,Alert Type,string,largeInstitutionalBuyer,Direct value from normalized JSON envelope,Normalized alert rule/event identifier.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,alerts,import_data/alerts/alerts.json,Internal,scheduled import,data[].severity,Severity,string,low,Direct value from normalized JSON envelope,Alert priority for portal display.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,alerts,import_data/alerts/alerts.json,Internal,scheduled import,data[].title,Title,string,Institutional accumulation detected in sample ownership data,Direct value from normalized JSON envelope,Title used by alerts/alerts views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,alerts,import_data/alerts/alerts.json,Internal,scheduled import,data[].triggeredAt,Triggered At,string,2026-05-26T11:26:45.496Z,Direct value from normalized JSON envelope,Triggered At used by alerts/alerts views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,alerts,import_data/alerts/alerts.json,Internal,scheduled import,data[].status,Status,string,open,Direct value from normalized JSON envelope,Status used by alerts/alerts views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,alerts,import_data/alerts/alerts.json,Internal,scheduled import,data[].relatedFile,Related File,string,import_data/ownership/ownership_changes.json,Direct value from normalized JSON envelope,Related File used by alerts/alerts views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,reports,import_data/reports/risk_report.json,Internal,on report generation,ticker,Ticker,string,CURR,Direct value from normalized JSON envelope,Stock ticker symbol for the issuer workspace.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,reports,import_data/reports/risk_report.json,Internal,on report generation,asOfDate,As Of Date,string,2026-05-26,Direct value from normalized JSON envelope,Business date represented by the imported data.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,reports,import_data/reports/risk_report.json,Internal,on report generation,importedAt,Imported At,string,2026-05-26T11:26:45.496Z,Direct value from normalized JSON envelope,Timestamp when the file was copied or normalized into import_data.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,reports,import_data/reports/risk_report.json,Internal,on report generation,source,Source,string,Placeholder,Direct value from normalized JSON envelope,Human-readable source note for this normalized file.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,reports,import_data/reports/risk_report.json,Internal,on report generation,sourcePlatform,Source Platform,string,Internal,Direct value from normalized JSON envelope,Expected data provider or platform.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,reports,import_data/reports/risk_report.json,Internal,on report generation,recordType,Record Type,string,riskReport,Direct value from normalized JSON envelope,Semantic type of the JSON file.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,reports,import_data/reports/risk_report.json,Internal,on report generation,category,Category,string,reports,Direct value from normalized JSON envelope,Category used by reports/risk_report views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,reports,import_data/reports/risk_report.json,Internal,on report generation,recordCount,Record Count,number,1,Number of records in the envelope data payload,Number of top-level records in the data payload.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,reports,import_data/reports/risk_report.json,Internal,on report generation,status,Status,string,ready,Direct value from normalized JSON envelope,Status used by reports/risk_report views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,reports,import_data/reports/risk_report.json,Internal,on report generation,notes,Notes,string,Report generator can write approved report JSON here.,Direct value from normalized JSON envelope,Notes used by reports/risk_report views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,reports,import_data/reports/risk_report.json,Internal,on report generation,originalFiles,Original Files,array,0 records,Direct value from normalized JSON envelope,Original Files used by reports/risk_report views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,reports,import_data/reports/risk_report.json,Internal,on report generation,data,Data,object,"{""title"":""Risk Report"",""generatedAt"":null,""status"":""placeholder"",""sections"":[]}",Direct value from normalized JSON envelope,Data used by reports/risk_report views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,reports,import_data/reports/risk_report.json,Internal,on report generation,data.title,Title,string,Risk Report,Direct value from normalized JSON envelope,Title used by reports/risk_report views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,reports,import_data/reports/risk_report.json,Internal,on report generation,data.generatedAt,Generated At,null,,Direct value from normalized JSON envelope,Generated At used by reports/risk_report views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,reports,import_data/reports/risk_report.json,Internal,on report generation,data.status,Status,string,placeholder,Direct value from normalized JSON envelope,Status used by reports/risk_report views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,reports,import_data/reports/risk_report.json,Internal,on report generation,data.sections,Sections,array,0 records,Direct value from normalized JSON envelope,Sections used by reports/risk_report views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
