page_route,page_name,page_purpose,section_or_widget,source_file,source_provider,update_cadence,json_key_path,display_label,data_type,sample_data,formula_or_transform,description,team_notes
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peer_comparison.json,Internal,scheduled import,originalFiles,Original Files,array,1 records,Direct value from normalized JSON envelope,Original Files used by peer_analysis/peer_comparison views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peer_comparison.json,Internal,scheduled import,originalFiles[],Original Files,string,Sample Data/Ortex/peer_list.json,Direct value from normalized JSON envelope,Original Files used by peer_analysis/peer_comparison views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peer_comparison.json,Internal,scheduled import,data,Data,array,1 records,Direct value from normalized JSON envelope,Data used by peer_analysis/peer_comparison views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peer_comparison.json,Internal,scheduled import,data[],Data,object,"{""peerTicker"":""IFT"",""peerExchange"":""NZSE"",""peerRating"":45.3342,""peerMarketCap"":null,""peerShortInterest"":null,""peerInstitutionalOwnership"":null,""peerValuation...",Direct value from normalized JSON envelope,Data used by peer_analysis/peer_comparison views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peer_comparison.json,Internal,scheduled import,data[].peerTicker,Peer Ticker,string,IFT,Direct value from normalized JSON envelope,Peer Ticker used by peer_analysis/peer_comparison views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peer_comparison.json,Internal,scheduled import,data[].peerExchange,Peer Exchange,string,NZSE,Direct value from normalized JSON envelope,Peer Exchange used by peer_analysis/peer_comparison views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peer_comparison.json,Internal,scheduled import,data[].peerRating,Peer Rating,number,45.3342,Direct value from normalized JSON envelope,Peer Rating used by peer_analysis/peer_comparison views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peer_comparison.json,Internal,scheduled import,data[].peerMarketCap,Peer Market Cap,null,,Direct value from normalized JSON envelope,Peer Market Cap used by peer_analysis/peer_comparison views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peer_comparison.json,Internal,scheduled import,data[].peerShortInterest,Peer Short Interest,null,,Direct value from normalized JSON envelope,Peer Short Interest used by peer_analysis/peer_comparison views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peer_comparison.json,Internal,scheduled import,data[].peerInstitutionalOwnership,Peer Institutional Ownership,null,,Direct value from normalized JSON envelope,Peer Institutional Ownership used by peer_analysis/peer_comparison views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peer_comparison.json,Internal,scheduled import,data[].peerValuation,Peer Valuation,null,,Direct value from normalized JSON envelope,Peer Valuation used by peer_analysis/peer_comparison views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peer_comparison.json,Internal,scheduled import,data[].oneDayChangePct,One Day Change Pct,number,-14.5238,Direct value from normalized JSON envelope,One Day Change Pct used by peer_analysis/peer_comparison views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peer_comparison.json,Internal,scheduled import,data[].oneWeekChangePct,One Week Change Pct,number,-19.6868,Direct value from normalized JSON envelope,One Week Change Pct used by peer_analysis/peer_comparison views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peer_comparison.json,Internal,scheduled import,data[].peerOneDayChangePct,Peer One Day Change Pct,number,0.1313,Direct value from normalized JSON envelope,Peer One Day Change Pct used by peer_analysis/peer_comparison views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peer_comparison.json,Internal,scheduled import,data[].peerOneWeekChangePct,Peer One Week Change Pct,number,1.3963,Direct value from normalized JSON envelope,Peer One Week Change Pct used by peer_analysis/peer_comparison views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peers.json,Ortex,scheduled import,ticker,Ticker,string,CURR,Direct value from normalized JSON envelope,Stock ticker symbol for the issuer workspace.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peers.json,Ortex,scheduled import,asOfDate,As Of Date,string,2026-05-26,Direct value from normalized JSON envelope,Business date represented by the imported data.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peers.json,Ortex,scheduled import,importedAt,Imported At,string,2026-05-26T11:26:45.496Z,Direct value from normalized JSON envelope,Timestamp when the file was copied or normalized into import_data.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peers.json,Ortex,scheduled import,source,Source,string,Sample Data normalized,Direct value from normalized JSON envelope,Human-readable source note for this normalized file.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peers.json,Ortex,scheduled import,sourcePlatform,Source Platform,string,Ortex,Direct value from normalized JSON envelope,Expected data provider or platform.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peers.json,Ortex,scheduled import,recordType,Record Type,string,peers,Direct value from normalized JSON envelope,Semantic type of the JSON file.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peers.json,Ortex,scheduled import,category,Category,string,peer_analysis,Direct value from normalized JSON envelope,Category used by peer_analysis/peers views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peers.json,Ortex,scheduled import,recordCount,Record Count,number,1,Number of records in the envelope data payload,Number of top-level records in the data payload.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peers.json,Ortex,scheduled import,status,Status,string,ready,Direct value from normalized JSON envelope,Status used by peer_analysis/peers views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peers.json,Ortex,scheduled import,notes,Notes,null,,Direct value from normalized JSON envelope,Notes used by peer_analysis/peers views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peers.json,Ortex,scheduled import,originalFiles,Original Files,array,1 records,Direct value from normalized JSON envelope,Original Files used by peer_analysis/peers views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peers.json,Ortex,scheduled import,originalFiles[],Original Files,string,Sample Data/Ortex/peer_list.json,Direct value from normalized JSON envelope,Original Files used by peer_analysis/peers views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peers.json,Ortex,scheduled import,data,Data,array,1 records,Direct value from normalized JSON envelope,Data used by peer_analysis/peers views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peers.json,Ortex,scheduled import,data[],Data,object,"{""peerExchange"":""NZSE"",""peerTicker"":""IFT"",""peerRating"":45.3342,""peerWeighting"":4.1217,""effectScore"":0.1266,""lastClose"":3.59,""oneDayChangePct"":-14.5238,""oneWe...",Direct value from normalized JSON envelope,Data used by peer_analysis/peers views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peers.json,Ortex,scheduled import,data[].peerExchange,Peer Exchange,string,NZSE,Direct value from normalized JSON envelope,Peer Exchange used by peer_analysis/peers views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peers.json,Ortex,scheduled import,data[].peerTicker,Peer Ticker,string,IFT,Direct value from normalized JSON envelope,Peer Ticker used by peer_analysis/peers views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peers.json,Ortex,scheduled import,data[].peerRating,Peer Rating,number,45.3342,Direct value from normalized JSON envelope,Peer Rating used by peer_analysis/peers views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peers.json,Ortex,scheduled import,data[].peerWeighting,Peer Weighting,number,4.1217,Direct value from normalized JSON envelope,Peer Weighting used by peer_analysis/peers views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peers.json,Ortex,scheduled import,data[].effectScore,Effect Score,number,0.1266,Direct value from normalized JSON envelope,Effect Score used by peer_analysis/peers views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peers.json,Ortex,scheduled import,data[].lastClose,Last Close,number,3.59,Direct value from normalized JSON envelope,Last Close used by peer_analysis/peers views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peers.json,Ortex,scheduled import,data[].oneDayChangePct,One Day Change Pct,number,-14.5238,Direct value from normalized JSON envelope,One Day Change Pct used by peer_analysis/peers views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peers.json,Ortex,scheduled import,data[].oneWeekChangePct,One Week Change Pct,number,-19.6868,Direct value from normalized JSON envelope,One Week Change Pct used by peer_analysis/peers views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peers.json,Ortex,scheduled import,data[].peerOneDayChangePct,Peer One Day Change Pct,number,0.1313,Direct value from normalized JSON envelope,Peer One Day Change Pct used by peer_analysis/peers views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peers.json,Ortex,scheduled import,data[].peerOneWeekChangePct,Peer One Week Change Pct,number,1.3963,Direct value from normalized JSON envelope,Peer One Week Change Pct used by peer_analysis/peers views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peers.json,Ortex,scheduled import,data[].peerLastClose,Peer Last Close,number,15.25,Direct value from normalized JSON envelope,Peer Last Close used by peer_analysis/peers views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,peer analysis,import_data/peer_analysis/peers.json,Ortex,scheduled import,data[].peerCurrency,Peer Currency,string,NZD,Direct value from normalized JSON envelope,Peer Currency used by peer_analysis/peers views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
