page_route,page_name,page_purpose,section_or_widget,source_file,source_provider,update_cadence,json_key_path,display_label,data_type,sample_data,formula_or_transform,description,team_notes
/monitor/[ticker]/peer-comparison,Peer Comparison,Peer analysis and peer comparison data.,CSV index,peer-comparison.csv,2 import_data source file(s),See page CSV,peer_analysis/peer_comparison.json; peer_analysis/peers.json,Peer Comparison,index,51 mapping row(s),"One CSV generated per monitor page route. Derived metrics are normal JSON keys, not UI rows.",Mapping reference for Peer Comparison.,Open this CSV in Excel for field-level mapping.
/monitor/[ticker]/policy,Policy,Workspace security policy screen; currently static governance UI.,CSV index,policy.csv,0 import_data source file(s),See page CSV,,Policy,index,1 mapping row(s),"One CSV generated per monitor page route. Derived metrics are normal JSON keys, not UI rows.",Mapping reference for Policy.,Open this CSV in Excel for field-level mapping.
/monitor/[ticker]/premium-intelligence,Premium Intelligence,Premium intelligence placeholder page for future data modules.,CSV index,premium-intelligence.csv,0 import_data source file(s),See page CSV,,Premium Intelligence,index,1 mapping row(s),"One CSV generated per monitor page route. Derived metrics are normal JSON keys, not UI rows.",Mapping reference for Premium Intelligence.,Open this CSV in Excel for field-level mapping.
/monitor/[ticker]/price-scenario,Price Scenario,Price scenario workflow page; currently static/model placeholder UI.,CSV index,price-scenario.csv,0 import_data source file(s),See page CSV,,Price Scenario,index,1 mapping row(s),"One CSV generated per monitor page route. Derived metrics are normal JSON keys, not UI rows.",Mapping reference for Price Scenario.,Open this CSV in Excel for field-level mapping.
/monitor/[ticker]/reports,Reports,Report archive page; currently generated report/archive metadata.,CSV index,reports.csv,0 import_data source file(s),See page CSV,,Reports,index,1 mapping row(s),"One CSV generated per monitor page route. Derived metrics are normal JSON keys, not UI rows.",Mapping reference for Reports.,Open this CSV in Excel for field-level mapping.
/monitor/[ticker]/risk-alerts,Risk Alerts,Risk alert report data preview.,CSV index,risk-alerts.csv,3 import_data source file(s),See page CSV,alerts/alert_rules.json; alerts/alerts.json; reports/risk_report.json,Risk Alerts,index,55 mapping row(s),"One CSV generated per monitor page route. Derived metrics are normal JSON keys, not UI rows.",Mapping reference for Risk Alerts.,Open this CSV in Excel for field-level mapping.
/monitor/[ticker]/role-permissions,Role Permissions,Role and permission model screen; currently static access model UI.,CSV index,role-permissions.csv,0 import_data source file(s),See page CSV,,Role Permissions,index,1 mapping row(s),"One CSV generated per monitor page route. Derived metrics are normal JSON keys, not UI rows.",Mapping reference for Role Permissions.,Open this CSV in Excel for field-level mapping.
/monitor/[ticker]/sentiment,Sentiment,Social mention sentiment and narrative intelligence.,CSV index,sentiment.csv,1 import_data source file(s),See page CSV,sentiment/social_mentions.json,Sentiment,index,24 mapping row(s),"One CSV generated per monitor page route. Derived metrics are normal JSON keys, not UI rows.",Mapping reference for Sentiment.,Open this CSV in Excel for field-level mapping.
/monitor/[ticker]/settings,Settings,Settings hub page; currently static navigation/workspace metadata.,CSV index,settings.csv,0 import_data source file(s),See page CSV,,Settings,index,1 mapping row(s),"One CSV generated per monitor page route. Derived metrics are normal JSON keys, not UI rows.",Mapping reference for Settings.,Open this CSV in Excel for field-level mapping.
/monitor/[ticker]/shareholder-watch,Shareholder Watch,Shareholder watch data preview.,CSV index,shareholder-watch.csv,4 import_data source file(s),See page CSV,ownership/activist_filings.json; ownership/ownership_changes.json; ownership/ownership_trend.json; ownership/top_holders.json,Shareholder Watch,index,99 mapping row(s),"One CSV generated per monitor page route. Derived metrics are normal JSON keys, not UI rows.",Mapping reference for Shareholder Watch.,Open this CSV in Excel for field-level mapping.
/monitor/[ticker]/short-interest-report,Short Interest Report,Generated short interest report data preview.,CSV index,short-interest-report.csv,4 import_data source file(s),See page CSV,reports/short_interest_report.json; short/borrow_fee.json; short/short_interest.json; short/short_score.json,Short Interest Report,index,193 mapping row(s),"One CSV generated per monitor page route. Derived metrics are normal JSON keys, not UI rows.",Mapping reference for Short Interest Report.,Open this CSV in Excel for field-level mapping.
/monitor/[ticker]/short-interest,Short Interest,"Short interest, borrow, availability, short score, and FINRA short volume page.",CSV index,short-interest.csv,5 import_data source file(s),See page CSV,short/borrow_fee.json; short/shares_available.json; short/short_interest.json; short/short_score.json; short/short_volume.json,Short Interest,index,314 mapping row(s),"One CSV generated per monitor page route. Derived metrics are normal JSON keys, not UI rows.",Mapping reference for Short Interest.,Open this CSV in Excel for field-level mapping.
/monitor/[ticker]/smart-money,Smart Money,"Ownership, insider, options, and activist smart money data preview.",CSV index,smart-money.csv,8 import_data source file(s),See page CSV,insider/insider_transactions.json; insider/net_insider_activity.json; options/gamma_exposure.json; options/open_interest.json; options/put_call_ratio.json; ownership/activist_filings.json; ownership/ownership_changes.json; ownership/top_holders.json,Smart Money,index,174 mapping row(s),"One CSV generated per monitor page route. Derived metrics are normal JSON keys, not UI rows.",Mapping reference for Smart Money.,Open this CSV in Excel for field-level mapping.
/monitor/[ticker]/source-map,Source Map,Expected source/provider ownership for each import data file.,CSV index,source-map.csv,1 import_data source file(s),See page CSV,metadata/source_map.json,Source Map,index,10 mapping row(s),"One CSV generated per monitor page route. Derived metrics are normal JSON keys, not UI rows.",Mapping reference for Source Map.,Open this CSV in Excel for field-level mapping.
/monitor/[ticker]/squeeze-readiness,Squeeze Readiness,"Squeeze readiness conditions built from short, borrow, availability, utilization, sentiment, alerts, and internal float inputs.",CSV index,squeeze-readiness.csv,6 import_data source file(s),See page CSV,internal_float/float_adjustments.json; options/gamma_exposure.json; sentiment/social_mentions.json; short/borrow_fee.json; short/short_interest.json; short/short_score.json,Squeeze Readiness,index,245 mapping row(s),"One CSV generated per monitor page route. Derived metrics are normal JSON keys, not UI rows.",Mapping reference for Squeeze Readiness.,Open this CSV in Excel for field-level mapping.
/monitor/[ticker]/weekly-executive-summary,Weekly Executive Summary,Weekly executive summary report data preview.,CSV index,weekly-executive-summary.csv,1 import_data source file(s),See page CSV,reports/weekly_executive_summary.json,Weekly Executive Summary,index,16 mapping row(s),"One CSV generated per monitor page route. Derived metrics are normal JSON keys, not UI rows.",Mapping reference for Weekly Executive Summary.,Open this CSV in Excel for field-level mapping.
