page_route,page_name,page_purpose,section_or_widget,source_file,source_provider,update_cadence,json_key_path,display_label,data_type,sample_data,formula_or_transform,description,team_notes
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/filing_summaries.json,Internal,scheduled import,originalFiles,Original Files,array,1 records,Direct value from normalized JSON envelope,Original Files used by news_filings/filing_summaries views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/filing_summaries.json,Internal,scheduled import,originalFiles[],Original Files,string,Sample Data/Fintel.io/stock_regulatory_filings.csv,Direct value from normalized JSON envelope,Original Files used by news_filings/filing_summaries views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/filing_summaries.json,Internal,scheduled import,data,Data,array,15 records,Direct value from normalized JSON envelope,Data used by news_filings/filing_summaries views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/filing_summaries.json,Internal,scheduled import,data[],Data,object,"{""formType"":""NT 10-K"",""publishDate"":""2025-04-01"",""summary"":""UNITED STATES SECURITIES AND EXCHANGE COMMISSION Washington, D.C. 20549 FORM 12b-25 NOTIFICATION ...",Direct value from normalized JSON envelope,Data used by news_filings/filing_summaries views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/filing_summaries.json,Internal,scheduled import,data[].formType,Form Type,string,NT 10-K,Direct value from normalized JSON envelope,"SEC form type such as 13F, 13D, 13G, 8-K, or Form 4.",Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/filing_summaries.json,Internal,scheduled import,data[].publishDate,Publish Date,string,2025-04-01,Direct value from normalized JSON envelope,Publish Date used by news_filings/filing_summaries views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/filing_summaries.json,Internal,scheduled import,data[].summary,Summary,string,"UNITED STATES SECURITIES AND EXCHANGE COMMISSION Washington, D.C. 20549 FORM 12b-25 NOTIFICATION OF LATE FILING (Check one): ☒ Form 10-K ☐ Form 20-F ☐ Form 1...",Direct value from normalized JSON envelope,Summary used by news_filings/filing_summaries views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/filing_summaries.json,Internal,scheduled import,data[].url,Url,string,https://fintel.io/doc/sec-avenir-wellness-solutions-inc-1643301-nt-10k-2025-april-01-20179-924,Direct value from normalized JSON envelope,Url used by news_filings/filing_summaries views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/news.json,Manual Upload,scheduled import,ticker,Ticker,string,CURR,Direct value from normalized JSON envelope,Stock ticker symbol for the issuer workspace.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/news.json,Manual Upload,scheduled import,asOfDate,As Of Date,string,2026-05-26,Direct value from normalized JSON envelope,Business date represented by the imported data.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/news.json,Manual Upload,scheduled import,importedAt,Imported At,string,2026-05-26T11:26:45.496Z,Direct value from normalized JSON envelope,Timestamp when the file was copied or normalized into import_data.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/news.json,Manual Upload,scheduled import,source,Source,string,Placeholder,Direct value from normalized JSON envelope,Human-readable source note for this normalized file.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/news.json,Manual Upload,scheduled import,sourcePlatform,Source Platform,string,Manual Upload,Direct value from normalized JSON envelope,Expected data provider or platform.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/news.json,Manual Upload,scheduled import,recordType,Record Type,string,news,Direct value from normalized JSON envelope,Semantic type of the JSON file.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/news.json,Manual Upload,scheduled import,category,Category,string,news_filings,Direct value from normalized JSON envelope,Category used by news_filings/news views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/news.json,Manual Upload,scheduled import,recordCount,Record Count,number,0,Number of records in the envelope data payload,Number of top-level records in the data payload.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/news.json,Manual Upload,scheduled import,status,Status,string,ready,Direct value from normalized JSON envelope,Status used by news_filings/news views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/news.json,Manual Upload,scheduled import,notes,Notes,string,No standalone news article sample found; placeholder is ready for connector output.,Direct value from normalized JSON envelope,Notes used by news_filings/news views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/news.json,Manual Upload,scheduled import,originalFiles,Original Files,array,0 records,Direct value from normalized JSON envelope,Original Files used by news_filings/news views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/news.json,Manual Upload,scheduled import,data,Data,array,0 records,Direct value from normalized JSON envelope,Data used by news_filings/news views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/press_releases.json,Manual Upload,scheduled import,ticker,Ticker,string,CURR,Direct value from normalized JSON envelope,Stock ticker symbol for the issuer workspace.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/press_releases.json,Manual Upload,scheduled import,asOfDate,As Of Date,string,2026-05-26,Direct value from normalized JSON envelope,Business date represented by the imported data.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/press_releases.json,Manual Upload,scheduled import,importedAt,Imported At,string,2026-05-26T11:26:45.496Z,Direct value from normalized JSON envelope,Timestamp when the file was copied or normalized into import_data.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/press_releases.json,Manual Upload,scheduled import,source,Source,string,Placeholder,Direct value from normalized JSON envelope,Human-readable source note for this normalized file.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/press_releases.json,Manual Upload,scheduled import,sourcePlatform,Source Platform,string,Manual Upload,Direct value from normalized JSON envelope,Expected data provider or platform.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/press_releases.json,Manual Upload,scheduled import,recordType,Record Type,string,pressReleases,Direct value from normalized JSON envelope,Semantic type of the JSON file.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/press_releases.json,Manual Upload,scheduled import,category,Category,string,news_filings,Direct value from normalized JSON envelope,Category used by news_filings/press_releases views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/press_releases.json,Manual Upload,scheduled import,recordCount,Record Count,number,0,Number of records in the envelope data payload,Number of top-level records in the data payload.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/press_releases.json,Manual Upload,scheduled import,status,Status,string,ready,Direct value from normalized JSON envelope,Status used by news_filings/press_releases views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/press_releases.json,Manual Upload,scheduled import,notes,Notes,string,No press release sample found; placeholder is ready for manual upload or news connector output.,Direct value from normalized JSON envelope,Notes used by news_filings/press_releases views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/press_releases.json,Manual Upload,scheduled import,originalFiles,Original Files,array,0 records,Direct value from normalized JSON envelope,Original Files used by news_filings/press_releases views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/press_releases.json,Manual Upload,scheduled import,data,Data,array,0 records,Direct value from normalized JSON envelope,Data used by news_filings/press_releases views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/sec_filings.json,Fintel/SEC EDGAR,scheduled import,ticker,Ticker,string,CURR,Direct value from normalized JSON envelope,Stock ticker symbol for the issuer workspace.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/sec_filings.json,Fintel/SEC EDGAR,scheduled import,asOfDate,As Of Date,string,2026-05-26,Direct value from normalized JSON envelope,Business date represented by the imported data.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/sec_filings.json,Fintel/SEC EDGAR,scheduled import,importedAt,Imported At,string,2026-05-26T11:26:45.496Z,Direct value from normalized JSON envelope,Timestamp when the file was copied or normalized into import_data.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/sec_filings.json,Fintel/SEC EDGAR,scheduled import,source,Source,string,Sample Data normalized,Direct value from normalized JSON envelope,Human-readable source note for this normalized file.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/sec_filings.json,Fintel/SEC EDGAR,scheduled import,sourcePlatform,Source Platform,string,Fintel/SEC EDGAR,Direct value from normalized JSON envelope,Expected data provider or platform.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/sec_filings.json,Fintel/SEC EDGAR,scheduled import,recordType,Record Type,string,secFilings,Direct value from normalized JSON envelope,Semantic type of the JSON file.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/sec_filings.json,Fintel/SEC EDGAR,scheduled import,category,Category,string,news_filings,Direct value from normalized JSON envelope,Category used by news_filings/sec_filings views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/sec_filings.json,Fintel/SEC EDGAR,scheduled import,recordCount,Record Count,number,15,Number of records in the envelope data payload,Number of top-level records in the data payload.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/sec_filings.json,Fintel/SEC EDGAR,scheduled import,status,Status,string,ready,Direct value from normalized JSON envelope,Status used by news_filings/sec_filings views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/sec_filings.json,Fintel/SEC EDGAR,scheduled import,notes,Notes,null,,Direct value from normalized JSON envelope,Notes used by news_filings/sec_filings views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/sec_filings.json,Fintel/SEC EDGAR,scheduled import,originalFiles,Original Files,array,1 records,Direct value from normalized JSON envelope,Original Files used by news_filings/sec_filings views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/sec_filings.json,Fintel/SEC EDGAR,scheduled import,originalFiles[],Original Files,string,Sample Data/Fintel.io/stock_regulatory_filings.csv,Direct value from normalized JSON envelope,Original Files used by news_filings/sec_filings views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/sec_filings.json,Fintel/SEC EDGAR,scheduled import,data,Data,array,15 records,Direct value from normalized JSON envelope,Data used by news_filings/sec_filings views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/sec_filings.json,Fintel/SEC EDGAR,scheduled import,data[],Data,object,"{""title"":""UNITED STATES SECURITIES AND EXCHANGE COMMISSION Washington, D.C. 20549 FORM 12b-25 NOTIFICATION OF LATE FILING"",""formType"":""NT 10-K"",""url"":""https:...",Direct value from normalized JSON envelope,Data used by news_filings/sec_filings views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/sec_filings.json,Fintel/SEC EDGAR,scheduled import,data[].title,Title,string,"UNITED STATES SECURITIES AND EXCHANGE COMMISSION Washington, D.C. 20549 FORM 12b-25 NOTIFICATION OF LATE FILING",Direct value from normalized JSON envelope,Title used by news_filings/sec_filings views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/sec_filings.json,Fintel/SEC EDGAR,scheduled import,data[].formType,Form Type,string,NT 10-K,Direct value from normalized JSON envelope,"SEC form type such as 13F, 13D, 13G, 8-K, or Form 4.",Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/sec_filings.json,Fintel/SEC EDGAR,scheduled import,data[].url,Url,string,https://fintel.io/doc/sec-avenir-wellness-solutions-inc-1643301-nt-10k-2025-april-01-20179-924,Direct value from normalized JSON envelope,Url used by news_filings/sec_filings views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/sec_filings.json,Fintel/SEC EDGAR,scheduled import,data[].excerpt,Excerpt,string,"UNITED STATES SECURITIES AND EXCHANGE COMMISSION Washington, D.C. 20549 FORM 12b-25 NOTIFICATION OF LATE FILING (Check one): ☒ Form 10-K ☐ Form 20-F ☐ Form 1...",Direct value from normalized JSON envelope,Excerpt used by news_filings/sec_filings views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/sec_filings.json,Fintel/SEC EDGAR,scheduled import,data[].publishDate,Publish Date,string,2025-04-01,Direct value from normalized JSON envelope,Publish Date used by news_filings/sec_filings views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/sec_filings.json,Fintel/SEC EDGAR,scheduled import,data[].publishAt,Publish At,string,2025-04-01T00:00:00Z,Direct value from normalized JSON envelope,Publish At used by news_filings/sec_filings views.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
/monitor/[ticker]/news,News,"News, SEC filings, filing summaries, and press release stream.",news filings,import_data/news_filings/sec_filings.json,Fintel/SEC EDGAR,scheduled import,data[].sourcePlatform,Source Platform,string,SEC EDGAR,Direct value from normalized JSON envelope,Expected data provider or platform.,Keep this key stable when updating Google Drive JSON. Add new keys as new columns/rows when provider coverage expands.
